original NL;original LTL;Spot LTL;APs;ap_NL;dict_AP;AP_lifted_dict;lifted_LTL;source;normalized_LTL_formula;lifted_lifted_LTL_formula;batch_id
(prop_2) is not true, or make sure (prop_1) and (prop_3) both happen .;( ! prop_2 | ( prop_1 & prop_3 ) );!prop_2 | (prop_1 & prop_3);['prop_1', 'prop_2', 'prop_3'];;;;!ap_1 | (ap_0 & ap_2);lifted_data_pureLTL.jsonl;!prop | (prop & prop);!prop | (prop & prop);6
Never go to street 5 as you pick up box 4 from house 2;[]!street_5&&<>(house_2&&p_box_4);G!street_5 & F(house_2 & p_box_4);['street_5', 'house_2', 'p_box_4'];Never go to street_5 as you pick up p_box_4 from house_2;{'street 5': 'street_5', 'house 2': 'house_2', 'box 4': 'p_box_4'};{'street_5': 'ap_0', 'house_2': 'ap_1', 'p_box_4': 'ap_2'};G!ap_0 & F(ap_1 & ap_2);ConformalNL2LTL;G!prop & F(prop & prop);G!prop & F(prop & prop);6
when possible ( prop_1 ) and whenever ( prop_2 );F ( prop_1 & F prop_2 );F(prop_1 & Fprop_2);['prop_1', 'prop_2'];;;;F(ap_0 & Fap_1);lifted_data_pureLTL.jsonl;F(prop & Fprop);F(prop & Fprop);6
every time the house is built and the train derails then forever, a bridge opens or the motorbike has started;G(( house_is_built & train_derails ) -> G( bridge_opens | motorbike_has_started ));G((house_is_built & train_derails) -> G(bridge_opens | motorbike_has_started));['train_derails', 'house_is_built', 'bridge_opens', 'motorbike_has_started'];every time the house_is_built and the train_derails then forever, a bridge_opens or the motorbike_has_started;;{'train_derails': 'ap_0', 'house_is_built': 'ap_1', 'bridge_opens': 'ap_2', 'motorbike_has_started': 'ap_3'};G((ap_1 & ap_0) -> G(ap_2 | ap_3));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> G(prop | prop));G((prop & prop) -> G(prop | prop));6
travel_to tree until whenever proceed_to tree;travel_to_tree U F ( proceed_to_tree );"""travel_to(tree)"" U F""proceed_to(tree)""";['proceed_to_tree', 'travel_to_tree'];;;;ap_1 U Fap_0;VLTL-Bench_Prev;prop U Fprop;prop U Fprop;6
( prop_1 ) can infer that at some time ( prop_2 );( prop_1 -> F prop_2 );prop_1 -> Fprop_2;['prop_1', 'prop_2'];;;;ap_0 -> Fap_1;lifted_data_pureLTL.jsonl;prop -> Fprop;prop -> Fprop;6
after the brake is pressed and the bar is down, at any time both the sensor captures data and a motorbike falls down;G(( brake_is_pressed & bar_is_down ) -> G( sensor_captures_data & motorbike_falls_down ));G((bar_is_down & brake_is_pressed) -> G(motorbike_falls_down & sensor_captures_data));['brake_is_pressed', 'motorbike_falls_down', 'sensor_captures_data', 'bar_is_down'];after the brake_is_pressed and the bar_is_down, at any time both the sensor_captures_data and a motorbike_falls_down;;{'brake_is_pressed': 'ap_0', 'motorbike_falls_down': 'ap_1', 'sensor_captures_data': 'ap_2', 'bar_is_down': 'ap_3'};G((ap_3 & ap_0) -> G(ap_1 & ap_2));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> G(prop & prop));G((prop & prop) -> G(prop & prop));6
Make sure (prop_1) doesn't happen until (prop_3) is equivalent to (prop_2) .;( ! prop_1 U ( prop_3 <-> prop_2 ) );!prop_1 U (prop_2 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];;;;!ap_0 U (ap_1 <-> ap_2);lifted_data_pureLTL.jsonl;!prop U (prop <-> prop);!prop U (prop <-> prop);6
finally, a table is old or the bar has to be repaired and, finally, the escalator moves or a manager collect claims afterwards;G(!( table_is_old | bar_has_to_be_repaired )) | F(( table_is_old | bar_has_to_be_repaired ) & F( escalator_moves | manager_collect_claims ));G!(bar_has_to_be_repaired | table_is_old) | F((bar_has_to_be_repaired | table_is_old) & F(escalator_moves | manager_collect_claims));['manager_collect_claims', 'table_is_old', 'bar_has_to_be_repaired', 'escalator_moves'];finally, a table_is_old or the bar_has_to_be_repaired and, finally, the escalator_moves or a manager_collect_claims afterwards;;{'manager_collect_claims': 'ap_0', 'table_is_old': 'ap_1', 'bar_has_to_be_repaired': 'ap_2', 'escalator_moves': 'ap_3'};G!(ap_2 | ap_1) | F((ap_2 | ap_1) & F(ap_3 | ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop | prop) | F((prop | prop) & F(prop | prop));G!(prop | prop) | F((prop | prop) & F(prop | prop));6
Globally , in case that the transition action that ( prop_1 ) gets observed then the following condition is true : ( prop_3 ) , and ( prop_2 ) .;G ( prop_1 -> ( prop_3 & prop_2 ) );G(prop_1 -> (prop_2 & prop_3));['prop_1', 'prop_2', 'prop_3'];;;;G(ap_0 -> (ap_1 & ap_2));lifted_data_pureLTL.jsonl;G(prop -> (prop & prop));G(prop -> (prop & prop));6
when advance_to tree , when possible journey_by flag;advance_to_tree -> F ( journey_by_flag );"""advance_to(tree)"" -> F""journey_by(flag)""";['journey_by_flag', 'advance_to_tree'];;;;ap_1 -> Fap_0;VLTL-Bench_Prev;prop -> Fprop;prop -> Fprop;6
move to the green_room without using the yellow_room;"( F ( ""green_room"" ) & G ( ! ""yellow_room"" ) )";Fgreen_room & G!yellow_room;['yellow_room', 'green_room'];;;;Fap_1 & G!ap_0;VLTL-Bench_Prev;Fprop & G!prop;Fprop & G!prop;6
The occurrence of ( prop_1 ) is equivalent to when ( prop_2 ) is equivalent to ( prop_3 ).;( F prop_1 <-> ( prop_2 <-> prop_3 ) );(prop_2 <-> prop_3) <-> Fprop_1;['prop_1', 'prop_2', 'prop_3'];;;;(ap_1 <-> ap_2) <-> Fap_0;lifted_data_pureLTL.jsonl;(prop <-> prop) <-> Fprop;(prop <-> prop) <-> Fprop;6
If get_help ever holds, record the pedestrian on southwest_4th_street must have held beforehand.;"( F ""get_help"" ) -> ( ! ""get_help"" U ( record_pedestrian_southwest_4th_street & ! ""get_help"" ) )";"Fget_help -> (!get_help U (!get_help & ""record(pedestrian,southwest_4th_street)""))";['get_help', 'record_pedestrian_southwest_4th_street'];;;;Fap_0 -> (!ap_0 U (!ap_0 & ap_1));VLTL-Bench_New;Fprop -> (!prop U (!prop & prop));Fprop -> (!prop U (!prop & prop));6
at any time ( prop_1 ) or repeatedly ( prop_2 );F ( prop_1 | G ( F prop_2 ) );F(prop_1 | GFprop_2);['prop_1', 'prop_2'];;;;F(ap_0 | GFap_1);lifted_data_pureLTL.jsonl;F(prop | GFprop);F(prop | GFprop);6
at the green_room via the blue_room;"F ( ""blue_room"" & F ""green_room"" )";F(blue_room & Fgreen_room);['blue_room', 'green_room'];;;;F(ap_0 & Fap_1);VLTL-Bench_Prev;F(prop & Fprop);F(prop & Fprop);6
( prop_1 ) and at some time ( prop_2 );( prop_1 & F prop_2 );prop_1 & Fprop_2;['prop_1', 'prop_2'];;;;ap_0 & Fap_1;lifted_data_pureLTL.jsonl;prop & Fprop;prop & Fprop;6
never ( prop_1 ) until at some time ( prop_2 );G ( ! prop_1 U F prop_2 );G(!prop_1 U Fprop_2);['prop_1', 'prop_2'];;;;G(!ap_0 U Fap_1);lifted_data_pureLTL.jsonl;G(!prop U Fprop);G(!prop U Fprop);6
always when the semaphore is yellow and the train is crossing then at some point the car enters or the escalator speeds up;G(( semaphore_is_yellow & train_is_crossing ) -> F( car_enters | escalator_speeds_up ));G((semaphore_is_yellow & train_is_crossing) -> F(car_enters | escalator_speeds_up));['train_is_crossing', 'escalator_speeds_up', 'car_enters', 'semaphore_is_yellow'];always when the semaphore_is_yellow and the train_is_crossing then at some point the car_enters or the escalator_speeds_up;;{'train_is_crossing': 'ap_0', 'escalator_speeds_up': 'ap_1', 'car_enters': 'ap_2', 'semaphore_is_yellow': 'ap_3'};G((ap_3 & ap_0) -> F(ap_2 | ap_1));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> F(prop | prop));G((prop & prop) -> F(prop | prop));6
If it is not the case that ( prop_1 ) or ( prop_2 ) then ( prop_3 ) .;( ! ( prop_1 | prop_2 ) -> prop_3 );!(prop_1 | prop_2) -> prop_3;['prop_1', 'prop_2', 'prop_3'];;;;!(ap_0 | ap_1) -> ap_2;lifted_data_pureLTL.jsonl;!(prop | prop) -> prop;!(prop | prop) -> prop;6
While (prop_1) is not true, keep (prop_3) until (prop_2) .;( ! prop_1 & ( prop_3 U prop_2 ) );!prop_1 & (prop_3 U prop_2);['prop_1', 'prop_2', 'prop_3'];;;;!ap_0 & (ap_2 U ap_1);lifted_data_pureLTL.jsonl;!prop & (prop U prop);!prop & (prop U prop);6
If avoid the inactive gas_leak holds, then in the next step record flood persists until taking a picture of gas_leak holds, or else record flood holds forever.;avoid_inactive_gas_leak -> X ( ( record_flood U photo_gas_leak ) | G record_flood );"""avoid(inactive_gas_leak)"" -> X((""record(flood)"" U ""photo(gas_leak)"") | G""record(flood)"")";['photo_gas_leak', 'record_flood', 'avoid_inactive_gas_leak'];;;;ap_2 -> X((ap_1 U ap_0) | Gap_1);VLTL-Bench_New;prop -> X((prop U prop) | Gprop);prop -> X((prop U prop) | Gprop);6
never drop apple or whenever reach flag;G ( ! ( drop_apple ) ) | F ( reach_flag );"G!""drop(apple)"" | F""reach(flag)""";['drop_apple', 'reach_flag'];;;;G!ap_0 | Fap_1;VLTL-Bench_Prev;G!prop | Fprop;G!prop | Fprop;6
drop orange means that repeatedly go_to pear;drop_orange -> G ( F ( go_to_pear ) );"""drop(orange)"" -> GF""go_to(pear)""";['drop_orange', 'go_to_pear'];;;;ap_0 -> GFap_1;VLTL-Bench_Prev;prop -> GFprop;prop -> GFprop;6
move toward either the yellow or red_room then into the blue_room;"F ( ( ""red_room"" | ""yellow_room"" ) & F ""blue_room"" )";F((red_room | yellow_room) & Fblue_room);['blue_room', 'yellow_room', 'red_room'];;;;F((ap_2 | ap_1) & Fap_0);VLTL-Bench_Prev;F((prop | prop) & Fprop);F((prop | prop) & Fprop);6
If either of the following happens: (prop_2) or (prop_3), then make sure (prop_1) doesn't happen .;( ( prop_2 | prop_3 ) -> ! prop_1 );(prop_2 | prop_3) -> !prop_1;['prop_1', 'prop_2', 'prop_3'];;;;(ap_1 | ap_2) -> !ap_0;lifted_data_pureLTL.jsonl;(prop | prop) -> !prop;(prop | prop) -> !prop;6
If (prop_4) and (prop_1) occur, then keep them occurring until (prop_3) or (prop_2) happens .;( ( prop_4 & prop_1 ) U ( prop_3 | prop_2 ) );(prop_1 & prop_4) U (prop_2 | prop_3);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_0 & ap_3) U (ap_1 | ap_2);lifted_data_pureLTL.jsonl;(prop & prop) U (prop | prop);(prop & prop) U (prop | prop);6
When ( prop_1 ) , then for each time point in the future until the end of the execution , at a time within the subsequent 29 to 29 time units ultimately the transition action that ( prop_2 ) should take place .;G ( prop_1 -> G ( F prop_2 ) );G(prop_1 -> GFprop_2);['prop_1', 'prop_2'];;;;G(ap_0 -> GFap_1);lifted_data_pureLTL.jsonl;G(prop -> GFprop);G(prop -> GFprop);6
Collect docuent 1 from office 3 and take it to street 2, where you stay permanently;<>(office_3&&<>(p_document_1&&<>(street_2&&[]street_2)));F(office_3 & F(p_document_1 & F(street_2 & Gstreet_2)));['office_3', 'street_2', 'p_document_1'];Collect docuent 1 from office_3 and take it to street_2, where you stay permanently;{'office 3': 'office_3', 'street 2': 'street_2', 'document 1': 'p_document_1'};{'office_3': 'ap_0', 'street_2': 'ap_1', 'p_document_1': 'ap_2'};F(ap_0 & F(ap_2 & F(ap_1 & Gap_1)));ConformalNL2LTL;F(prop & F(prop & F(prop & Gprop)));F(prop & F(prop & F(prop & Gprop)));6
It is required that the scenario in which ( prop_1 ) does not happen is equivalent to the scenario in which ( prop_2 ) and ( prop_3 ) both happen .;( ! prop_1 <-> ( prop_2 & prop_3 ) );!prop_1 <-> (prop_2 & prop_3);['prop_1', 'prop_2', 'prop_3'];;;;!ap_0 <-> (ap_1 & ap_2);lifted_data_pureLTL.jsonl;!prop <-> (prop & prop);!prop <-> (prop & prop);6
Either (prop_1) or (prop_3) should happen, or eventually (prop_2) should occur.;( ( prop_1 | prop_3 ) | F prop_2 );prop_1 | prop_3 | Fprop_2;['prop_1', 'prop_2', 'prop_3'];;;;ap_0 | ap_2 | Fap_1;lifted_data_pureLTL.jsonl;prop | prop | Fprop;prop | prop | Fprop;6
If (prop_1), (prop_3) until (prop_2).;prop_1 -> ( prop_3 U prop_2 );prop_1 -> (prop_3 U prop_2);['prop_1', 'prop_2', 'prop_3'];;;;ap_0 -> (ap_2 U ap_1);lifted_data_pureLTL.jsonl;prop -> (prop U prop);prop -> (prop U prop);6
when possible get_close tree or never drop pear;F ( get_close_tree ) | G ( ! ( drop_pear ) );"F""get_close(tree)"" | G!""drop(pear)""";['drop_pear', 'get_close_tree'];;;;Fap_1 | G!ap_0;VLTL-Bench_Prev;Fprop | G!prop;Fprop | G!prop;6
Not having (prop_3) is equivalent to either (prop_2) or (prop_1) happening.;( ! prop_3 <-> ( prop_2 | prop_1 ) );!prop_3 <-> (prop_1 | prop_2);['prop_1', 'prop_2', 'prop_3'];;;;!ap_2 <-> (ap_0 | ap_1);lifted_data_pureLTL.jsonl;!prop <-> (prop | prop);!prop <-> (prop | prop);6
Avoid entering street_3 while ensuring you reach building_4;"G ! ""street_3"" & F ""building_4""";G!street_3 & Fbuilding_4;['street_3', 'building_4'];;;;G!ap_0 & Fap_1;VLTL-Bench_Prev;G!prop & Fprop;G!prop & Fprop;6
The scenario that ( prop_4 ) is ture until a time point that ( prop_2 ) should be detected is equivalent to the scenario that ( prop_3 ) , and this is in conjunction with the scenario that ( prop_1 ) is true .;( ( ( prop_4 U prop_2 ) <-> prop_3 ) & prop_1 );prop_1 & (prop_3 <-> (prop_4 U prop_2));['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;ap_0 & (ap_2 <-> (ap_3 U ap_1));lifted_data_pureLTL.jsonl;prop & (prop <-> (prop U prop));prop & (prop <-> (prop U prop));6
Stay away from room_2 until you collect bottle_4 from kitchen_1 and deliver it to table_4;"! ""room_2"" U ( ""kitchen_1"" & F ( ""p_bottle_4"" & F ( ""table_4"" & ""pd"" ) ) )";!room_2 U (kitchen_1 & F(p_bottle_4 & F(pd & table_4)));['pd', 'table_4', 'room_2', 'kitchen_1', 'p_bottle_4'];;;;!ap_2 U (ap_3 & F(ap_4 & F(ap_0 & ap_1)));VLTL-Bench_Prev;!prop U (prop & F(prop & F(prop & prop)));!prop U (prop & F(prop & F(prop & prop)));6
a constructor instantiate objects involves that always when the engine starts then it is going to happen that the train has arrived;G(( constructor_instantiate_objects ) -> G(( engine_starts ) -> F( train_has_arrived )));G(constructor_instantiate_objects -> G(engine_starts -> Ftrain_has_arrived));['constructor_instantiate_objects', 'engine_starts', 'train_has_arrived'];a constructor_instantiate_objects involves that always when the engine_starts then it is going to happen that the train_has_arrived;;{'constructor_instantiate_objects': 'ap_0', 'engine_starts': 'ap_1', 'train_has_arrived': 'ap_2'};G(ap_0 -> G(ap_1 -> Fap_2));NL-to-LTL-Synthetic-Datasetprocessed_data;G(prop -> G(prop -> Fprop));G(prop -> G(prop -> Fprop));6
acquire apple until at any time make_contact_with house;acquire_apple U F ( make_contact_with_house );"""acquire(apple)"" U F""make_contact_with(house)""";['make_contact_with_house', 'acquire_apple'];;;;ap_1 U Fap_0;VLTL-Bench_Prev;prop U Fprop;prop U Fprop;6
first, it will happen that the constructor creates instances and the train has been launched, and then, at a certain moment the train is crossing or the motorbike has stopped;G(!( constructor_creates_instances & train_has_been_launched )) | F(( constructor_creates_instances & train_has_been_launched ) & F( train_is_crossing | motorbike_has_stopped ));G!(constructor_creates_instances & train_has_been_launched) | F(constructor_creates_instances & train_has_been_launched & F(motorbike_has_stopped | train_is_crossing));['train_is_crossing', 'constructor_creates_instances', 'train_has_been_launched', 'motorbike_has_stopped'];first, it will happen that the constructor_creates_instances and the train_has_been_launched, and then, at a certain moment the train_is_crossing or the motorbike_has_stopped;;{'train_is_crossing': 'ap_0', 'constructor_creates_instances': 'ap_1', 'train_has_been_launched': 'ap_2', 'motorbike_has_stopped': 'ap_3'};G!(ap_1 & ap_2) | F(ap_1 & ap_2 & F(ap_3 | ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop & prop) | F(prop & prop & F(prop | prop));G!(prop & prop) | F(prop & prop & F(prop | prop));6
It should be that (prop_1) is equivalent to (prop_3), or else (prop_2) is not true .;( ( prop_1 <-> prop_3 ) | ! prop_2 );!prop_2 | (prop_1 <-> prop_3);['prop_1', 'prop_2', 'prop_3'];;;;!ap_1 | (ap_0 <-> ap_2);lifted_data_pureLTL.jsonl;!prop | (prop <-> prop);!prop | (prop <-> prop);6
If change light_south yellow ever holds, record the collision on southwest_6th_avenue must have held beforehand.;( F change_light_south_yellow ) -> ( ! change_light_south_yellow U ( record_collision_southwest_6th_avenue & ! change_light_south_yellow ) );"F""change(light_south,yellow)"" -> (!""change(light_south,yellow)"" U (!""change(light_south,yellow)"" & ""record(collision,southwest_6th_avenue)""))";['change_light_south_yellow', 'record_collision_southwest_6th_avenue'];;;;Fap_0 -> (!ap_0 U (!ap_0 & ap_1));VLTL-Bench_New;Fprop -> (!prop U (!prop & prop));Fprop -> (!prop U (!prop & prop));6
in the future the brake is released or a train is crossing after the motorbike is driven or the bridge closes;G(( motorbike_is_driven | bridge_closes ) -> F( brake_is_released | train_is_crossing ));G((bridge_closes | motorbike_is_driven) -> F(brake_is_released | train_is_crossing));['train_is_crossing', 'motorbike_is_driven', 'bridge_closes', 'brake_is_released'];in the future the brake_is_released or a train_is_crossing after the motorbike_is_driven or the bridge_closes;;{'train_is_crossing': 'ap_0', 'motorbike_is_driven': 'ap_1', 'bridge_closes': 'ap_2', 'brake_is_released': 'ap_3'};G((ap_2 | ap_1) -> F(ap_3 | ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop | prop) -> F(prop | prop));G((prop | prop) -> F(prop | prop));6
every time either the engine stops or the car enters then it is always the case that the engine breaks or the semaphore is yellow;G(( engine_stops | car_enters ) -> G( engine_breaks | semaphore_is_yellow ));G((car_enters | engine_stops) -> G(engine_breaks | semaphore_is_yellow));['car_enters', 'semaphore_is_yellow', 'engine_breaks', 'engine_stops'];every time either the engine_stops or the car_enters then it is always the case that the engine_breaks or the semaphore_is_yellow;;{'car_enters': 'ap_0', 'semaphore_is_yellow': 'ap_1', 'engine_breaks': 'ap_2', 'engine_stops': 'ap_3'};G((ap_0 | ap_3) -> G(ap_2 | ap_1));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop | prop) -> G(prop | prop));G((prop | prop) -> G(prop | prop));6
Ensure area 5 is visited repeatedly over time;[]<>area_5;GFarea_5;['area_5'];Ensure area_5 is visited repeatedly over time;{'area 5': 'area_5'};{'area_5': 'ap_0'};GFap_0;ConformalNL2LTL;GFprop;GFprop;6
move_to tree and always hold_onto orange;move_to_tree & G ( hold_onto_orange );"""move_to(tree)"" & G""hold_onto(orange)""";['hold_onto_orange', 'move_to_tree'];;;;ap_1 & Gap_0;VLTL-Bench_Prev;prop & Gprop;prop & Gprop;6
if either an elevator falls or a train derails then eventually, the house is built or a motorbike falls down;G(( elevator_falls | train_derails ) -> F( house_is_built | motorbike_falls_down ));G((elevator_falls | train_derails) -> F(house_is_built | motorbike_falls_down));['train_derails', 'house_is_built', 'motorbike_falls_down', 'elevator_falls'];if either an elevator_falls or a train_derails then eventually, the house_is_built or a motorbike_falls_down;;{'train_derails': 'ap_0', 'house_is_built': 'ap_1', 'motorbike_falls_down': 'ap_2', 'elevator_falls': 'ap_3'};G((ap_3 | ap_0) -> F(ap_1 | ap_2));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop | prop) -> F(prop | prop));G((prop | prop) -> F(prop | prop));6
Stay in locality 6 until you transport package 3 from store 8 to house 5;locality_6 U (store_8&&<>(p_package_3&&<>(house_5&&pd)));locality_6 U (store_8 & F(p_package_3 & F(house_5 & pd)));['pd', 'locality_6', 'store_8', 'p_package_3', 'house_5'];Stay in locality_6 until you transport p_package_3 from store_8 to house_5;{'pd': 'pd', 'locality 6': 'locality_6', 'store 8': 'store_8', 'package 3': 'p_package_3', 'house 5': 'house_5'};{'pd': 'ap_0', 'locality_6': 'ap_1', 'store_8': 'ap_2', 'p_package_3': 'ap_3', 'house_5': 'ap_4'};ap_1 U (ap_2 & F(ap_3 & F(ap_4 & ap_0)));ConformalNL2LTL;prop U (prop & F(prop & F(prop & prop)));prop U (prop & F(prop & F(prop & prop)));6
finally, both the escalator is blocked and the semaphore is yellow;F( escalator_is_blocked & semaphore_is_yellow );F(escalator_is_blocked & semaphore_is_yellow);['semaphore_is_yellow', 'escalator_is_blocked'];finally, both the escalator_is_blocked and the semaphore_is_yellow;;{'semaphore_is_yellow': 'ap_0', 'escalator_is_blocked': 'ap_1'};F(ap_1 & ap_0);NL-to-LTL-Synthetic-Datasetprocessed_data;F(prop & prop);F(prop & prop);6
first, it is going to happen that the motorbike has started and a semaphore is yellow, and then, it is going to happen that both the car enters and the table is brown;G(!( motorbike_has_started & semaphore_is_yellow )) | F(( motorbike_has_started & semaphore_is_yellow ) & F( car_enters & table_is_brown ));G!(motorbike_has_started & semaphore_is_yellow) | F(motorbike_has_started & semaphore_is_yellow & F(car_enters & table_is_brown));['table_is_brown', 'car_enters', 'semaphore_is_yellow', 'motorbike_has_started'];first, it is going to happen that the motorbike_has_started and a semaphore_is_yellow, and then, it is going to happen that both the car_enters and the table_is_brown;;{'table_is_brown': 'ap_0', 'car_enters': 'ap_1', 'semaphore_is_yellow': 'ap_2', 'motorbike_has_started': 'ap_3'};G!(ap_3 & ap_2) | F(ap_3 & ap_2 & F(ap_1 & ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G!(prop & prop) | F(prop & prop & F(prop & prop));G!(prop & prop) | F(prop & prop & F(prop & prop));6
when possible journey_by flag or never drop orange;F ( journey_by_flag ) | G ( ! ( drop_orange ) );"F""journey_by(flag)"" | G!""drop(orange)""";['drop_orange', 'journey_by_flag'];;;;Fap_1 | G!ap_0;VLTL-Bench_Prev;Fprop | G!prop;Fprop | G!prop;6
Photograph the cyclist on southeast_3rd_street and get_help never coincide, yet one of them is always true.;"G ( ! ( photo_cyclist_southeast_3rd_street & ""get_help"" ) ) & G ( photo_cyclist_southeast_3rd_street | ""get_help"" )";"G!(get_help & ""photo(cyclist,southeast_3rd_street)"") & G(get_help | ""photo(cyclist,southeast_3rd_street)"")";['get_help', 'photo_cyclist_southeast_3rd_street'];;;;G!(ap_0 & ap_1) & G(ap_0 | ap_1);VLTL-Bench_New;G!(prop & prop) & G(prop | prop);G!(prop & prop) & G(prop | prop);6
( prop_1 ) means that when possible ( prop_2 );( prop_1 -> F prop_2 );prop_1 -> Fprop_2;['prop_1', 'prop_2'];;;;ap_0 -> Fap_1;lifted_data_pureLTL.jsonl;prop -> Fprop;prop -> Fprop;6
If ( prop_3 ) happens and continues until ( prop_2 ) happens , then the scenario in which ( prop_1 ) happens is equivalent to the scenario in which ( prop_4 ) happens .;( ( prop_3 U prop_2 ) -> ( prop_1 <-> prop_4 ) );(prop_3 U prop_2) -> (prop_1 <-> prop_4);['prop_1', 'prop_2', 'prop_3', 'prop_4'];;;;(ap_2 U ap_1) -> (ap_0 <-> ap_3);lifted_data_pureLTL.jsonl;(prop U prop) -> (prop <-> prop);(prop U prop) -> (prop <-> prop);6
Ensure that you (prop_1).;F prop_1;Fprop_1;['prop_1'];;;;Fap_0;lifted_data_pureLTL.jsonl;Fprop;Fprop;6
If ( prop_1 ) is equivalent to ( prop_3 ) then ( prop_2 ) .;( ( prop_1 <-> prop_3 ) -> prop_2 );(prop_1 <-> prop_3) -> prop_2;['prop_1', 'prop_2', 'prop_3'];;;;(ap_0 <-> ap_2) -> ap_1;lifted_data_pureLTL.jsonl;(prop <-> prop) -> prop;(prop <-> prop) -> prop;6
at some point both the bar has to be repaired and the table has been moved;F( bar_has_to_be_repaired & table_has_been_moved );F(bar_has_to_be_repaired & table_has_been_moved);['table_has_been_moved', 'bar_has_to_be_repaired'];at some point both the bar_has_to_be_repaired and the table_has_been_moved;;{'table_has_been_moved': 'ap_0', 'bar_has_to_be_repaired': 'ap_1'};F(ap_1 & ap_0);NL-to-LTL-Synthetic-Datasetprocessed_data;F(prop & prop);F(prop & prop);6
move to green_room;"F ""green_room""";Fgreen_room;['green_room'];;;;Fap_0;VLTL-Bench_Prev;Fprop;Fprop;6
forever have apple and at any time visit flag;G ( have_apple ) & F ( visit_flag );"G""have(apple)"" & F""visit(flag)""";['have_apple', 'visit_flag'];;;;Gap_0 & Fap_1;VLTL-Bench_Prev;Gprop & Fprop;Gprop & Fprop;6
Do ( prop_1 ) and ( prop_2 ) at the same time, and eventually, ( prop_3 ) should happen as well.;( ( prop_1 & prop_2 ) & F prop_3 );prop_1 & prop_2 & Fprop_3;['prop_1', 'prop_2', 'prop_3'];;;;ap_0 & ap_1 & Fap_2;lifted_data_pureLTL.jsonl;prop & prop & Fprop;prop & prop & Fprop;6
under no condition both the bar is down and the train has been launched after a motorbike falls down and a semaphore is red;G(( motorbike_falls_down & semaphore_is_red ) -> G(!( bar_is_down & train_has_been_launched )));G((motorbike_falls_down & semaphore_is_red) -> G!(bar_is_down & train_has_been_launched));['semaphore_is_red', 'motorbike_falls_down', 'train_has_been_launched', 'bar_is_down'];under no condition both the bar_is_down and the train_has_been_launched after a motorbike_falls_down and a semaphore_is_red;;{'semaphore_is_red': 'ap_0', 'motorbike_falls_down': 'ap_1', 'train_has_been_launched': 'ap_2', 'bar_is_down': 'ap_3'};G((ap_1 & ap_0) -> G!(ap_3 & ap_2));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop & prop) -> G!(prop & prop));G((prop & prop) -> G!(prop & prop));6
(prop_3). Once (prop_1), (prop_2);( prop_3 & ( prop_1 U prop_2 ) );prop_3 & (prop_1 U prop_2);['prop_1', 'prop_2', 'prop_3'];;;;ap_2 & (ap_0 U ap_1);lifted_data_pureLTL.jsonl;prop & (prop U prop);prop & (prop U prop);6
From some point onwards, idle never occurs again.;"F G ! ""idle""";FG!idle;['idle'];;;;FG!ap_0;VLTL-Bench_New;FG!prop;FG!prop;6
move to the green_room;"F ""green_room""";Fgreen_room;['green_room'];;;;Fap_0;VLTL-Bench_Prev;Fprop;Fprop;6
whenever either the table is brown or a car stops then never, a sensor captures data or a train is crossing;G(( table_is_brown | car_stops ) -> G(!( sensor_captures_data | train_is_crossing )));G((car_stops | table_is_brown) -> G!(sensor_captures_data | train_is_crossing));['train_is_crossing', 'table_is_brown', 'car_stops', 'sensor_captures_data'];whenever either the table_is_brown or a car_stops then never, a sensor_captures_data or a train_is_crossing;;{'train_is_crossing': 'ap_0', 'table_is_brown': 'ap_1', 'car_stops': 'ap_2', 'sensor_captures_data': 'ap_3'};G((ap_2 | ap_1) -> G!(ap_3 | ap_0));NL-to-LTL-Synthetic-Datasetprocessed_data;G((prop | prop) -> G!(prop | prop));G((prop | prop) -> G!(prop | prop));6
It is always the case that while ( prop_3 ) or ( prop_2 ) , then there will have to finally exist sometime in the future before the execution ends , after which ( prop_1 ) then this scenario will have to hold consistently in the future until the execution ends .;G ( ( prop_3 | prop_2 ) -> F ( G prop_1 ) );G((prop_2 | prop_3) -> FGprop_1);['prop_1', 'prop_2', 'prop_3'];;;;G((ap_1 | ap_2) -> FGap_0);lifted_data_pureLTL.jsonl;G((prop | prop) -> FGprop);G((prop | prop) -> FGprop);6
