Index,Requirement,Ground Truth,Response,Equivalent
6731,pick_up fruit or at some time grab orange,pick_up_fruit | F grab_orange,pick_up_fruit | F grab_orange,True
6732,at some point in time the engine starts and the constructor creates instances,F(constructor_creates_instances & engine_starts),F (engine_starts & constructor_creates_instances),True
6733,every time the train derails then at some point the car stops or the escalator is blocked,G(train_derails -> F(car_stops | escalator_is_blocked)),G(train_derails -> F(car_stops | escalator_is_blocked)),True
6734,"If record the car on west_1st_street ever holds, get_help must have held beforehand.",F record_car_west_1st_street -> (!record_car_west_1st_street U (get_help & !record_car_west_1st_street)),G(record_car_west_1st_street -> !record_car_west_1st_street W get_help),False
6735,"When get_help happens, record the vehicle on east_4th_street must hold now or in the next step.",G(get_help -> (record_vehicle_east_4th_street | X record_vehicle_east_4th_street)),G (get_help -> (record_vehicle_east_4th_street | X record_vehicle_east_4th_street)),True
6736,at any time got_to house and do not let_go orange,!let_go_orange & F got_to_house,G(got_to_house & !let_go_orange),False
6737,"first, at a certain moment the bar is closing or a table is brown, and then, it is going to happen that a train has arrived",G!(bar_is_closing | table_is_brown) | F((bar_is_closing | table_is_brown) & F train_has_arrived),F (bar_is_closing | table_is_brown) & F train_has_arrived,False
6738,"finally, either a house collapses or a motorbike is driven",F(house_collapses | motorbike_is_driven),F (house_collapses | motorbike_is_driven),True
6739,You must Please deliver the bowl to the shelf and then deliver the clock to the loading_dock.,deliver_bowl_shelf U deliver_clock_loading_dock,G (deliver_bowl_shelf -> X (deliver_bowl_shelf U deliver_clock_loading_dock)),False
6740,whenever spend_time_at tree or do not let_go pear,!let_go_pear | F spend_time_at_tree,G (spend_time_at_tree | !let_go_pear),False
6741,"after a sensor captures data, sooner or later the engine breaks or the table has been moved",G(sensor_captures_data -> F(engine_breaks | table_has_been_moved)),G(sensor_captures_data -> F(engine_breaks | table_has_been_moved)),True
6742,"When photo injured_rescuer happens, get_help must hold now or in the next step.",G(photo_injured_rescuer -> (get_help | X get_help)),G(photo_injured_rescuer -> (get_help | X get_help)),True
6743,"it never happens that either the bar is down, the manager handles requests or an elevator rises",G!(bar_is_down | elevator_rises | manager_handles_requests),G!((bar_is_down) | (manager_handles_requests) | (elevator_rises)),True
6744,"Globally, it is not the case that both get_help and record the cyclist on north_4th_avenue hold simultaneously.",G!(get_help & record_cyclist_north_4th_avenue),G!(get_help & record_cyclist_north_4th_avenue),True
6745,"Wait should always hold, with at most a two-step grace period for recovery.",!G!(idle & X idle),G (idle | (X idle & XX idle)),False
6746,all the time the elevator falls and together the bar is up and a train is crossing,G(bar_is_up & elevator_falls & train_is_crossing),G(elevator_falls & bar_is_up & train_is_crossing),True
6747,"Request assistance must hold until idleing does, or else get_help holds forever.",(get_help U idle) | G get_help,G (request_assistance -> (request_assistance U idle)) & (!idle -> G get_help),False
6748,The robot must always avoid geting help.,G!get_help,G!get_help,True
6749,at the yellow_room but only go through the green_room to get there,F(green_room & F yellow_room),G (yellow_room -> (green_room U yellow_room)),False
6750,at the green_room,F green_room,green_room,False
6751,never drop pear or at some time go_to house,G!drop_pear | F go_to_house,G(!drop_pear | F go_to_house),False
6752,"Globally, if photo the vehicle on west_2nd_street occurs then finally record the person on southeast_8th_avenue happens.",G(photo_vehicle_west_2nd_street -> F record_person_southeast_8th_avenue),G(photo_vehicle_west_2nd_street -> F(record_person_southeast_8th_avenue)),True
6753,Keep retrieving crate_6 from store_2 and moving it to building_5,GF(store_2 & F(p_crate_6 & F(building_5 & pd))),G (p_crate_6 & store_2 -> X (p_crate_6 & building_5)),False
6754,"at a certain moment the escalator is blocked or the table is old and, sooner or later the train has arrived afterwards",G!(escalator_is_blocked | table_is_old) | F((escalator_is_blocked | table_is_old) & F train_has_arrived),F (escalator_is_blocked | (table_is_old & F train_has_arrived)),False
6755,"If pickup the zebra ever holds, pickup the dog must have held beforehand.",F pickup_zebra -> (!pickup_zebra U (pickup_dog & !pickup_zebra)),G(pickup_zebra -> !pickup_zebra W pickup_dog),False
6756,Stay in area 2 as you keep goint to building 8 to take a picture,G area_2 & GF(building_8 & photo),G(area_2 & (building_8 -> X photo)),False
6757,forever have apple or going_to tree,going_to_tree | G have_apple,G (have_apple | going_to_tree),False
6758,"Once avoid the probable_fire_source has occurred, avoid the probable_gas_leak will never occur again.",G(avoid_probable_fire_source -> XG!avoid_probable_gas_leak),G(avoid_probable_fire_source -> G(!avoid_probable_gas_leak)),False
6759,"eternally, both a semaphore is broken and the engine starts",G(engine_starts & semaphore_is_broken),G(semaphore_is_broken & engine_starts),True
6760,"when at any time snag orange , keep apple",F snag_orange -> keep_apple,G(snag_orange -> X keep_apple),False
6761,"after the train stops or the house is open, at some point in time a car starts and the engine stops",G((house_is_open | train_stops) -> F(car_starts & engine_stops)),G ( (train_stops | house_is_open) -> F (car_starts & engine_stops) ),True
6762,"Whenever go_home holds, get_help holds as well.",G(go_home -> get_help),G(go_home -> get_help),True
6763,"From some point onwards, record the motorcycle on south_9th_street never occurs again.",FG!record_motorcycle_south_9th_street,G F !record_motorcycle_south_9th_street,False
6764,"Globally, if deliver the backpack to the shelf occurs then finally deliver the dining_table to the loading_dock happens.",G(deliver_backpack_shelf -> F deliver_dining_table_loading_dock),G(deliver_backpack_shelf -> F deliver_dining_table_loading_dock),True
6765,under no circumstances either the house is built or the bar is up,G!(bar_is_up | house_is_built),G!((house_is_built) | (bar_is_up)),True
6766,Eventually(Ensure you capture a photo of monument 12 and stay there),F(monument_12 & photo & G monument_12),F (photo & monument_12 & G (monument_12)),True
6767,"Whenever neither get_help nor search the hair-drier holds, search the tv_monitor eventually holds.",G(!(get_help & search_hair_drier) -> F search_tv_monitor),G(!(get_help | search_hair_drier) -> F search_tv_monitor),False
6768,Never go to parking lot 5 as you capture a photo of car 3,G!parking_lot_5 & F(car_3 & photo),G !(photo & car_3 & parking_lot_5),False
6769,"Whenever neither get_help nor photo the person on west_6th_avenue holds, change light_west red eventually holds.",G(!(get_help & photo_person_west_6th_avenue) -> F change_light_west_red),G (!(get_help | photo_person_west_6th_avenue) -> F change_light_west_red),False
6770,"Globally, if go_home occurs then finally avoid the nearest_debris happens.",G(go_home -> F avoid_nearest_debris),G(go_home -> F(avoid_nearest_debris)),True
6771,"in the future either the table is old, a semaphore is broken or the semaphore is green",F(semaphore_is_broken | semaphore_is_green | table_is_old),F (table_is_old | semaphore_is_broken | semaphore_is_green),True
6772,Ensure you reach parking_lot_3 and stay there continuously,FG parking_lot_3,F (parking_lot_3 & G parking_lot_3),True
6773,at some point in time the bar is up and a motorbike has started after a train has arrived,G(train_has_arrived -> F(bar_is_up & motorbike_has_started)),F (bar_is_up & (motorbike_has_started & (train_has_arrived U motorbike_has_started))),False
6774,in the future either a sensor gathers information or a train derails after the train has arrived,G(train_has_arrived -> F(sensor_gathers_information | train_derails)),F (sensor_gathers_information | (train_has_arrived & X train_derails)),False
6775,"at a certain moment the sensor gathers information, a car stops and a manager collect claims",F(car_stops & manager_collect_claims & sensor_gathers_information),F (sensor_gathers_information & car_stops & manager_collect_claims),True
6776,"If every pickup the sandwich is eventually followed by requesting assistance, then idle must occur infinitely often.",G(pickup_sandwich -> F get_help) -> GF idle,G((G(pickup_sandwich -> F get_help)) -> G F idle),False
6777,never drop apple or at some time venture_to house,G!drop_apple | F venture_to_house,G(!drop_apple | F venture_to_house),False
6778,don't let_go pear or forever go_by trash can,!let_go_pear | G go_by_trash_can,G(!let_go_pear | !go_by_trash_can),False
6779,grab_hold pear or grab_hold pear,grab_hold_pear,grab_hold_pear,True
6780,The robot must always avoid geting help.,G!get_help,G!get_help,True
6781,whenever start_going_to house until whenever stop_by house,F start_going_to_house U F stop_by_house,G(start_going_to_house -> (start_going_to_house U stop_by_house)),False
6782,"when whenever venture flag , approach trash can",F venture_flag -> approach_trash_can,G(venture_flag -> approach_trash_can),False
6783,"Request assistance must keep holding until, from some point on, record the vehicle on southwest_7th_avenue holds infinitely often.",get_help U GF record_vehicle_southwest_7th_avenue,G (get_help U (F G record_vehicle_southwest_7th_avenue)),False
6785,"sooner or later both the car starts and a semaphore is broken and, eventually, a table is brown and the escalator moves afterwards",G!(car_starts & semaphore_is_broken) | F(car_starts & semaphore_is_broken & F(escalator_moves & table_is_brown)),F (car_starts & semaphore_is_broken) & F (table_is_brown & X escalator_moves),False
6786,This controller must always avoid requesting assistance.,G!get_help,G!get_help,True
6787,Continuously take pictures of building 5 while repeatedly visiting charger 4,GF(building_5 & photo) & GF charger_4,G (photo & building_5) & G F charger_4,False
6788,when possible get_close flag until pick_up flag,F get_close_flag U pick_up_flag,G (get_close_flag -> (get_close_flag U pick_up_flag)),False
6789,Avoid handling or picking up crate 8 indefinitely,G!p_crate_8,G!p_crate_8,True
6790,at no time the sensor retrieves data or the constructor instantiate objects,G!(constructor_instantiate_objects | sensor_retrieves_data),G(!sensor_retrieves_data & !constructor_instantiate_objects),True
6791,if either the escalator is blocked or the car starts then under no circumstances either the escalator moves or a table is old,G((car_starts | escalator_is_blocked) -> G!(escalator_moves | table_is_old)),G ((escalator_is_blocked | car_starts) -> ! (escalator_moves | table_is_old)),False
6792,when possible go_near house and always hold_on pear,F go_near_house & G hold_on_pear,G(go_near_house -> F(hold_on_pear)) & G(hold_on_pear),False
6793,Get help and photo the person on north_2nd_avenue will each happen at some point.,F get_help & F photo_person_north_2nd_avenue,F get_help & F photo_person_north_2nd_avenue,True
6794,pass thru either the green or yellow box to get to the blue box,F((green_room | yellow_room) & F blue_room),F ( (green_room | yellow_room) & X (F blue_room) ),False
6795,at some time gather pear can infer that going_to tree,F gather_pear -> going_to_tree,F (gather_pear & going_to_tree),False
6796,Both get_help and change light_west green hold at every step.,G(change_light_west_green & get_help),G(get_help & change_light_west_green),True
6797,all the time either a motorbike has started or the table has been moved,G(motorbike_has_started | table_has_been_moved),G(motorbike_has_started | table_has_been_moved),True
6798,Avoid visiting house 4 for the purpose of picking up bottle 2,G!(house_4 & p_bottle_2),G ! (house_4 & p_bottle_2),True
6799,never drop apple or never drop apple,G!drop_apple,G!drop_apple,True
6800,at any time the motorbike has stopped or a semaphore is yellow after both an elevator is blocked and the escalator is blocked,G((elevator_is_blocked & escalator_is_blocked) -> G(motorbike_has_stopped | semaphore_is_yellow)),G ( (elevator_is_blocked & escalator_is_blocked) -> F (motorbike_has_stopped | semaphore_is_yellow) ),False
6801,Stay in building 9 until you take bottle 3 from room 2 to room 6,building_9 U (room_2 & F(p_bottle_3 & F(pd & room_6))),G (building_9 U (p_bottle_3 & room_2 & X (room_6))),False
6802,at some time withdraw pear or forever hold_on pear,F withdraw_pear | G hold_on_pear,F withdraw_pear | G hold_on_pear,True
6803,"Either record the jaywalker on west_2nd_avenue happens infinitely often, or photo the jaywalker on northwest_6th_avenue happens in the next step.",GF record_jaywalker_west_2nd_avenue | X photo_jaywalker_northwest_6th_avenue,G F record_jaywalker_west_2nd_avenue | X photo_jaywalker_northwest_6th_avenue,True
6804,in the future the bar is closing and the house is built,F(bar_is_closing & house_is_built),F (bar_is_closing & house_is_built),True
6805,"Remain in building 9 permanently, but avoid entering building 9 until you reach street 6",FG building_9 & (!building_9 U street_6),G building_9 & G (!building_9 U street_6),False
6806,whenever move_past trash can until when possible start_going_to tree,F move_past_trash_can U F start_going_to_tree,G (move_past_trash_can -> (move_past_trash_can U start_going_to_tree)),False
6807,pick_up flag or repeatedly go_to waste basket,pick_up_flag | GF go_to_waste_basket,F pick_up_flag | G F go_to_waste_basket,False
6808,at the blue_room but do not pass through the yellow_room,F blue_room & G!yellow_room,G (!yellow_room U blue_room) & G (blue_room -> !X yellow_room),False
6809,it is always the case that a bridge opens and the engine breaks,G(bridge_opens & engine_breaks),G(bridge_opens & engine_breaks),True
6810,Revisit street_5 periodically,GF street_5,G F street_5,True
6811,Put down whatever you are carrying and head to parking lot 2,F(pd & F parking_lot_2),X (pd & F parking_lot_2),False
6812,"after the bar is closing and a train is crossing, it is going to happen that the sensor captures data",G((bar_is_closing & train_is_crossing) -> F sensor_captures_data),G (bar_is_closing & train_is_crossing) -> F sensor_captures_data,False
6813,repeatedly grab tree or when possible move_near tree,GF grab_tree | F move_near_tree,G (grab_tree | (move_near_tree -> X (grab_tree | move_near_tree))),False
6814,if the engine stops or a house is open then at a certain moment the sensor captures data,G((engine_stops | house_is_open) -> F sensor_captures_data),G((engine_stops | house_is_open) -> F sensor_captures_data),True
6815,"in the future a sensor retrieves data or a manager collect claims and, at some point the sensor gathers information afterwards",G!(manager_collect_claims | sensor_retrieves_data) | F((manager_collect_claims | sensor_retrieves_data) & F sensor_gathers_information),F (sensor_retrieves_data | manager_collect_claims) & F sensor_gathers_information,False
6816,whenever steal apple and go_to orange,go_to_orange & F steal_apple,G (steal_apple & go_to_orange -> X (steal_apple & go_to_orange)),False
6817,Refrain from entering park 2 at all times,G!park_2,G!park_2,True
6818,"This controller must eventually, avoid deliver_aid the safe_rescuer.",F!deliver_aid_safe_rescuer,F !deliver_aid_safe_rescuer,True
6819,This controller must always have either idle or search the toothbrush.,G(idle | search_toothbrush),G (idle | search_toothbrush),True
6820,"it will happen that an elevator falls, a constructor instantiate objects and the train is crossing",F(constructor_instantiate_objects & elevator_falls & train_is_crossing),F (elevator_falls & constructor_instantiate_objects & train_is_crossing),True
6821,Take a video of injured_rescuer holds at all times.,G record_injured_rescuer,G record_injured_rescuer,True
6822,"Ensure you repeatedly transport crate 4 from warehouse 3 to store 9, and also periodically visit charger 3",GF(warehouse_3 & F(p_crate_4 & F(pd & store_9))) & GF charger_3,G F (warehouse_3 & p_crate_4) & G F (store_9 & p_crate_4) & G F charger_3,False
6823,"Whenever change light_west yellow holds, eventually photo the person on northeast_9th_avenue will hold.",G(change_light_west_yellow -> F photo_person_northeast_9th_avenue),G(change_light_west_yellow -> F(photo_person_northeast_9th_avenue)),True
6824,Every record the vehicle on northwest_3rd_avenue is directly followed by changeing light_east yellow in the next step.,G(record_vehicle_northwest_3rd_avenue -> X change_light_east_yellow),G(record_vehicle_northwest_3rd_avenue -> X(change_light_east_yellow)),True
6825,it will not happen that a house is built and an elevator is open,G!(elevator_is_open & house_is_built),G!(house_is_built & elevator_is_open),True
6826,"if the engine starts or the motorbike catches fire then never, the escalator is blocked or the motorbike has started",G((engine_starts | motorbike_catches_fire) -> G!(escalator_is_blocked | motorbike_has_started)),(engine_starts | motorbike_catches_fire) -> G(!(escalator_is_blocked | motorbike_has_started)),False
6827,never let_go orange until at any time advance_to house,G!let_go_orange U F advance_to_house,G (!let_go_orange U advance_to_house),False
6828,never drop orange or collect pear,collect_pear | G!drop_orange,G(!drop_orange & !collect_pear),False
6829,Either idle or pickup the carrot happens infinitely often.,GF idle | GF pickup_carrot,G F (idle | pickup_carrot),True
6830,if either an elevator rises or a semaphore is yellow then at some point both a semaphore is red and a sensor retrieves data,G((elevator_rises | semaphore_is_yellow) -> F(semaphore_is_red & sensor_retrieves_data)),((elevator_rises | semaphore_is_yellow) -> F (semaphore_is_red & sensor_retrieves_data)),False
6831,"If idle holds, then in the next step get_help persists until search the frisbee holds, or else get_help holds forever.",idle -> X((get_help U search_frisbee) | G get_help),idle -> (X (get_help U search_frisbee) | G get_help),False
6832,"as a train has arrived, at some point in time either a semaphore is yellow or the engine stops",G(train_has_arrived -> F(engine_stops | semaphore_is_yellow)),G(train_has_arrived -> F(semaphore_is_yellow | engine_stops)),True
6833,"Whenever change light_west green and record the car on northeast_4th_street are equal, record the car on northeast_4th_street and change light_east red are equal as well.",G((change_light_west_green <-> record_car_northeast_4th_street) -> (change_light_east_red <-> record_car_northeast_4th_street)),G ((change_light_west_green & record_car_northeast_4th_street) -> (record_car_northeast_4th_street & change_light_east_red)),False
6834,every time the semaphore is yellow then at any time either the manager collect claims or the sensor gathers information,G(semaphore_is_yellow -> G(manager_collect_claims | sensor_gathers_information)),G(semaphore_is_yellow -> G(manager_collect_claims | sensor_gathers_information)),True
6835,The robot must always avoid recording the person on southwest_6th_avenue.,G!record_person_southwest_6th_avenue,G!record_person_southwest_6th_avenue,True
6836,"Globally, if record safe_civilian occurs then finally record unsafe_rescuer happens.",G(record_safe_civilian -> F record_unsafe_rescuer),G(record_safe_civilian -> F record_unsafe_rescuer),True
6837,whenever make_way waste basket or move_to trashcan,move_to_trashcan | F make_way_waste_basket,G (make_way_waste_basket | move_to_trashcan),False
6838,Pick up bottle 3 from bedroom 2 and deliver it to kitchen 4,F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd))),G (bedroom_2 & p_bottle_3 -> F (pd & kitchen_4)),False
6839,"Whenever neither photo flood nor deliver_aid the safe_victim holds, communicate the injured_hostile eventually holds.",G(!(deliver_aid_safe_victim & photo_flood) -> F communicate_injured_hostile),G (!(photo_flood | deliver_aid_safe_victim) -> F communicate_injured_hostile),False
6840,"finally, a sensor gathers information and, finally, either a car stops or the brake is released afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(brake_is_released | car_stops)),F sensor_gathers_information & F (car_stops | brake_is_released),False
6841,repeatedly grab tree or at any time track_towards tree,GF grab_tree | F track_towards_tree,G F (grab_tree | track_towards_tree),False
6842,"first, sooner or later a bridge closes, and then, it will happen that either a train is crossing or an elevator rises",G!bridge_closes | F(bridge_closes & F(elevator_rises | train_is_crossing)),G (bridge_closes -> F (train_is_crossing | elevator_rises)),False
6843,whenever lay_hold_of apple and snatch_up pear,snatch_up_pear & F lay_hold_of_apple,G (lay_hold_of_apple & snatch_up_pear),False
6844,repeatedly go_to apple trashcan or grip apple,grip_apple | GF go_to_apple_trashcan,G F (go_to_apple_trashcan | grip_apple),False
6845,Both pickup the bed and deliver the motorbike to the loading_dock hold at every step.,G(deliver_motorbike_loading_dock & pickup_bed),G(pickup_bed & deliver_motorbike_loading_dock),True
6846,whenever secure pear or forever hold_onto orange,F secure_pear | G hold_onto_orange,G (secure_pear | G hold_onto_orange),False
6847,Every deliver the sink to the shelf is directly followed by delivering the person to the shelf in the next step.,G(deliver_sink_shelf -> X deliver_person_shelf),G(deliver_sink_shelf -> X deliver_person_shelf),True
6848,at some point a train stops or the train has arrived,F(train_has_arrived | train_stops),F (train_stops | train_has_arrived),True
6849,"as an elevator is blocked or a constructor creates instances, at some point a sensor captures data",G((constructor_creates_instances | elevator_is_blocked) -> F sensor_captures_data),G ((elevator_is_blocked | constructor_creates_instances) -> F sensor_captures_data),True
6850,Every deliver_aid the injured_hostile is directly followed by doing not go near the probable_fire_source in the next step.,G(deliver_aid_injured_hostile -> X avoid_probable_fire_source),G(deliver_aid_injured_hostile -> X(!avoid_probable_fire_source)),False
6851,never drop orange and at some time get_close flag,G!drop_orange & F get_close_flag,G!drop_orange & Fget_close_flag,True
6852,enter the blue_room and then the red_room,F(blue_room & F red_room),F (blue_room & F red_room),True
6853,forever have_in orange or whenever get_to flag,G have_in_orange | F get_to_flag,G have_in_orange | G (get_to_flag -> X have_in_orange),False
6854,"it will not happen that either the escalator moves, the house collapses or the escalator speeds up",G!(escalator_moves | escalator_speeds_up | house_collapses),G ! (escalator_moves | house_collapses | escalator_speeds_up),True
6855,"Whenever photo the motorcycle on west_7th_avenue and photo the collision on west_7th_street are equal, photo the collision on west_7th_street and photo the pedestrian on southwest_9th_street are equal as well.",G((photo_collision_west_7th_street <-> photo_motorcycle_west_7th_avenue) -> (photo_collision_west_7th_street <-> photo_pedestrian_southwest_9th_street)),G((photo_motorcycle_west_7th_avenue <-> photo_collision_west_7th_street) -> (photo_collision_west_7th_street <-> photo_pedestrian_southwest_9th_street)),True
6856,"Go to bench 4, take a picture, and stay there",F(bench_4 & photo & G bench_4),F (bench_4 & photo & G bench_4),True
6857,Stay within park 2 until you capture a photo of monument 13,park_2 U (monument_13 & photo),park_2 W (photo & monument_13),False
6858,"at a certain moment the escalator moves or a manager collect claims and, at a certain moment both the sensor captures data and a sensor gathers information afterwards",G!(escalator_moves | manager_collect_claims) | F((escalator_moves | manager_collect_claims) & F(sensor_captures_data & sensor_gathers_information)),F (escalator_moves | manager_collect_claims) & F (sensor_captures_data & F sensor_gathers_information),False
6859,"in the future the engine stops and a sensor gathers information and, at some point the train has arrived afterwards",G!(engine_stops & sensor_gathers_information) | F(engine_stops & sensor_gathers_information & F train_has_arrived),F(engine_stops & sensor_gathers_information & F(train_has_arrived)),False
6860,Ensure that streets 3 and 4 are never entered at any time,G!(street_3 | street_4),G(!street_3 & !street_4),True
6861,Visit park 5 first and then take a photo of monument 3,F(park_5 & F(monument_3 & photo)),G (park_5 -> (X (F (photo & monument_3) & !park_5))),False
6862,"it will not happen that a bridge closes and, at the same time, a house is open and an elevator is open",G!(bridge_closes & elevator_is_open & house_is_open),G!(bridge_closes & house_is_open & elevator_is_open),True
6863,forever go_by trash can or at any time journey_to flag,G go_by_trash_can | F journey_to_flag,G(go_by_trash_can | F journey_to_flag),False
6864,always moving means that when possible get_to flag,G moving -> F get_to_flag,G (moving -> (moving U get_to_flag)),False
6865,whenever a sensor captures data or the train has been launched then all the time either the semaphore is green or the house collapses,G((sensor_captures_data | train_has_been_launched) -> G(house_collapses | semaphore_is_green)),G((sensor_captures_data | train_has_been_launched) -> G(semaphore_is_green | house_collapses)),True
6866,whenever the elevator is open or the bar is closing then it will not happen that both the constructor instantiate objects and the escalator speeds up,G((bar_is_closing | elevator_is_open) -> G!(constructor_instantiate_objects & escalator_speeds_up)),G ((elevator_is_open | bar_is_closing) -> ! (constructor_instantiate_objects & escalator_speeds_up)),False
6867,"Take a photo of the person on north_9th_street must hold until photo the jaywalker on east_5th_street does, or else photo the person on north_9th_street holds forever.",(photo_person_north_9th_street U photo_jaywalker_east_5th_street) | G photo_person_north_9th_street,G(photo_person_north_9th_street U photo_jaywalker_east_5th_street) | G(photo_person_north_9th_street),False
6868,Refrain from visiting street 7 while delivering package 3 from store 9 to house 1,G!street_7 & F(store_9 & F(p_package_3 & F(house_1 & pd))),G (p_package_3 & store_9 & !house_1 -> !street_7),False
6869,hold orange until at some time visit waste basket,hold_orange U F visit_waste_basket,hold_orange U visit_waste_basket,False
6870,"whenever a semaphore is yellow then forever, both a table is brown and the car starts",G(semaphore_is_yellow -> G(car_starts & table_is_brown)),G(semaphore_is_yellow -> G(table_is_brown & car_starts)),True
6871,Avoid entering park_3 while completing the task of taking a picture of monument_3,G!park_3 & F(monument_3 & photo),G (photo & monument_3 -> !park_3),False
6872,at any time venture_to flag until repeatedly go_to pear,F venture_to_flag U GF go_to_pear,G(venture_to_flag U F(go_to_pear & F(go_to_pear))),True
6873,whenever grasp apple until whenever grasp pear,F grasp_apple U F grasp_pear,G(grasp_apple -> (grasp_apple U (G(grasp_pear -> (grasp_pear U grasp_apple))))),False
6874,Take a picture of the person on east_9th_avenue holds at all times.,G photo_person_east_9th_avenue,G photo_person_east_9th_avenue,True
6875,when possible procure pear or never let_go orange,F procure_pear | G!let_go_orange,G(procure_pear | !let_go_orange),False
6876,"if the elevator is open and a train has been launched then always, the semaphore is green or the sensor retrieves data",G((elevator_is_open & train_has_been_launched) -> G(semaphore_is_green | sensor_retrieves_data)),(elevator_is_open & train_has_been_launched) -> G(semaphore_is_green | sensor_retrieves_data),False
6877,never drop apple or when possible present_at flag,G!drop_apple | F present_at_flag,G(!drop_apple | F present_at_flag),False
6878,never drop apple and at any time bring pear,G!drop_apple & F bring_pear,G(!drop_apple & F bring_pear),False
6879,Never pass through parking lot 8 on your way to street 5,G!parking_lot_8 & F street_5,G !(parking_lot_8 & F street_5),False
6880,at no time either a train stops or the manager handles requests,G!(manager_handles_requests | train_stops),G!((train_stops) | (manager_handles_requests)),True
6881,Never at parking_lot_5 as you capture a photo of car_3,G!parking_lot_5 & F(car_3 & photo),G !(parking_lot_5 & photo & car_3),False
6882,at any time visit house or move_towards trash can,move_towards_trash_can | F visit_house,G(visit_house | move_towards_trash_can),False
6883,in the future the constructor creates instances and the escalator moves after the engine stops or the train stops,G((engine_stops | train_stops) -> F(constructor_creates_instances & escalator_moves)),F (constructor_creates_instances & (engine_stops | train_stops) U escalator_moves),False
6884,venture_towards house or at any time go_by waste basket,venture_towards_house | F go_by_waste_basket,F venture_towards_house | F go_by_waste_basket,False
6885,when possible go_by house until grasp orange,F go_by_house U grasp_orange,F (go_by_house U grasp_orange),False
6886,whenever proceed_to tree and repeatedly make_way_to house,F proceed_to_tree & GF make_way_to_house,G(proceed_to_tree -> G(make_way_to_house)),False
6887,at some time make_to flag until reach house,F make_to_flag U reach_house,F (make_to_flag U reach_house),False
6888,Our agent must always avoid change light_north green.,G!change_light_north_green,G!change_light_north_green,True
6889,whenever journey_to flag or at some time reach tree,F journey_to_flag | F reach_tree,G(journey_to_flag | F reach_tree),False
6890,move through the yellow or red_room to the green_room,F((red_room | yellow_room) & F green_room),F (green_room & (G !green_room U (yellow_room | red_room))),False
6891,Go to park 5,F park_5,F park_5,True
6892,it is always the case that either a motorbike has stopped or an elevator falls,G(elevator_falls | motorbike_has_stopped),G(motorbike_has_stopped | elevator_falls),True
6893,Keep taking a picture of area_4 and also photo of area_3 periodically,GF(area_4 & photo) & GF(area_3 & photo),G(photo & area_4) & G F(photo & area_3),False
6894,snatch_up pear or come_to tree,come_to_tree | snatch_up_pear,F (snatch_up_pear | come_to_tree),False
6895,This controller must eventually get_help or search the skateboard.,F(get_help | search_skateboard),F (get_help | search_skateboard),True
6896,"if either the house is open or a train is crossing then eventually, a semaphore is yellow",G((house_is_open | train_is_crossing) -> F semaphore_is_yellow),G ((house_is_open | train_is_crossing) -> F semaphore_is_yellow),True
6897,"Search for the surfboard should always hold, with at most a two-step grace period for recovery.",!G!(search_surfboard & X search_surfboard),G(search_surfboard | X(search_surfboard | X search_surfboard)),False
6898,"first, at a certain moment the constructor creates instances or an elevator is blocked, and then, at some point the bridge closes",G!(constructor_creates_instances | elevator_is_blocked) | F((constructor_creates_instances | elevator_is_blocked) & F bridge_closes),F (constructor_creates_instances | elevator_is_blocked) & F bridge_closes,False
6899,The system must eventually record safe_rescuer or avoid the inactive_fire_source.,F(avoid_inactive_fire_source | record_safe_rescuer),F (record_safe_rescuer | avoid_inactive_fire_source),True
6900,every time the bar has to be repaired or the bar is up then it is always true that the manager collect claims or the sensor gathers information,G((bar_has_to_be_repaired | bar_is_up) -> G(manager_collect_claims | sensor_gathers_information)),G ((bar_has_to_be_repaired | bar_is_up) -> G (manager_collect_claims | sensor_gathers_information)),True
6901,"it is always true that either a semaphore is red, the brake is released or the bar is up",G(bar_is_up | brake_is_released | semaphore_is_red),G(semaphore_is_red | brake_is_released | bar_is_up),True
6902,"Always eventually visit charger 1, and eventually you go to house 4 to get box 4 and go to house 9 and put it down",GF charger_1 & F(house_4 & F(box_4 & F(house_9 & pd))),G F charger_1 & F (house_4 & box_4 & F (house_9 & pd)),False
6903,at any time withold apple and when possible grab orange,F withold_apple & F grab_orange,G(withold_apple & (!withhold_apple -> F grab_orange)),False
6904,Collect the traffic_light and search the elephant will each happen at some point.,F pickup_traffic_light & F search_elephant,F pickup_traffic_light & F search_elephant,True
6905,"when move_to trash can , when possible go_to house",move_to_trash_can -> F go_to_house,G(move_to_trash_can -> (F go_to_house)),False
6906,"never, either the elevator is blocked or the semaphore is red",G!(elevator_is_blocked | semaphore_is_red),G ! (elevator_is_blocked | semaphore_is_red),True
6907,whenever get_close tree until at any time steal apple,F get_close_tree U F steal_apple,G(get_close_tree -> (!steal_apple U steal_apple)),False
6908,walk through any room except the yellow_room to enter the blue_room,F blue_room & G!yellow_room,G ( (blue_room | yellow_room) -> ( (blue_room & !yellow_room) U (blue_room & !yellow_room) ) ) & G ( !yellow_room -> ( !blue_room U blue_room ) ),False
6909,Get help can only happen after change light_north yellow.,!get_help U change_light_north_yellow,G (!get_help W change_light_north_yellow),False
