Index,Requirement,Ground Truth,Response,Equivalent
5810,at some point either the sensor retrieves data or the train has been launched,F(sensor_retrieves_data | train_has_been_launched),F(sensor_retrieves_data | train_has_been_launched),True
5811,"as the train has arrived or a constructor instantiate objects, at some point a train derails",G((constructor_instantiate_objects | train_has_arrived) -> F train_derails),(train_has_arrived | constructor_instantiate_objects) -> F train_derails,False
5812,Every deliver the truck to the loading_dock is directly followed by looking for the laptop in the next step.,G(deliver_truck_loading_dock -> X search_laptop),G(deliver_truck_loading_dock -> X search_laptop),True
5813,never drop apple and whenever advance_to house,G!drop_apple & F advance_to_house,G(!drop_apple) & G(advance_to_house -> advance_to_house),False
5814,move through the hallway to the blue_room but only if it takes you through a yellow_room,F(yellow_room & F blue_room),F(blue_room) -> F(yellow_room),False
5815,forever have_in orange or at some time stop_by house,G have_in_orange | F stop_by_house,G(have_in_orange) | F(stop_by_house),True
5816,"absolutely never, either a constructor creates instances, the table has been moved or the escalator moves",G!(constructor_creates_instances | escalator_moves | table_has_been_moved),G(!(constructor_creates_instances | table_has_been_moved | escalator_moves)),True
5817,"Whenever go_home and communicate the safe_victim are equal, communicate the safe_victim and communicate the injured_victim are equal as well.",G((communicate_safe_victim <-> go_home) -> (communicate_injured_victim <-> communicate_safe_victim)),G((go_home & communicate_safe_victim) -> (communicate_safe_victim & communicate_injured_victim)),False
5818,repeatedly grab tree until at some time venture flag,GF grab_tree U F venture_flag,(G grab_tree) U F venture_flag,True
5819,Eventually (take a picture at intersection 7 and remain there),F(intersection_7 & photo & G intersection_7),F(photo & G intersection_7),True
5820,Stay within park 4 until you capture a picture of statue 9,park_4 U (photo & statue_9),park_4 U photo,False
5821,"first, it is going to happen that either the train is crossing or the motorbike has stopped, and then, in the future both a manager handles requests and the motorbike falls down",G!(motorbike_has_stopped | train_is_crossing) | F((motorbike_has_stopped | train_is_crossing) & F(manager_handles_requests & motorbike_falls_down)),F((train_is_crossing | motorbike_has_stopped) & F(manager_handles_requests & motorbike_falls_down)),False
5822,"at some point a motorbike has stopped and the semaphore is red and, sooner or later a train has arrived afterwards",G!(motorbike_has_stopped & semaphore_is_red) | F(motorbike_has_stopped & semaphore_is_red & F train_has_arrived),F(motorbike_has_stopped & semaphore_is_red & F train_has_arrived),False
5823,Never enter streets 3 and 4,G!(street_3 | street_4),G(!(street_3 & street_4)),False
5824,Go to pick up luggage 2 and place it in room 402,F(p_luggage_2 & F(pd & room_402)),F(p_luggage_2 & F(room_402)),False
5825,"it is never the case that an elevator rises and, at the same time, the car enters and a semaphore is green",G!(car_enters & elevator_rises & semaphore_is_green),G(!(elevator_rises & car_enters & semaphore_is_green)),True
5826,This controller must eventually photo the motorcycle on west_1st_avenue or record the cyclist on northwest_6th_avenue.,F(photo_motorcycle_west_1st_avenue | record_cyclist_northwest_6th_avenue),F(photo_motorcycle_west_1st_avenue | record_cyclist_northwest_6th_avenue),True
5827,"if the brake is released or the motorbike has started then forever, the car starts or an elevator falls",G((brake_is_released | motorbike_has_started) -> G(car_starts | elevator_falls)),(brake_is_released | motorbike_has_started) -> G(car_starts | elevator_falls),False
5828,"after either a house is open or the manager collect claims, it never happens that a motorbike is driven and the bar is up",G((house_is_open | manager_collect_claims) -> G!(bar_is_up & motorbike_is_driven)),F(house_is_open | manager_collect_claims) -> G!(motorbike_is_driven & bar_is_up),False
5829,"Locate the skis must hold until get_help does, or else search the skis holds forever.",(search_skis U get_help) | G search_skis,(locate_skis U get_help) | G search_skis,False
5830,Keep visiting charger 2 and take plate 4 from table 2 to table 4,GF charger_2 & F(table_2 & F(p_plate_4 & F(pd & table_4))),G(charger_2) & F(p_plate_4 & table_2 & F(p_plate_4 & table_4)),False
5831,approach trash can until whenever withdraw pear,approach_trash_can U F withdraw_pear,approach_trash_can U withdraw_pear,False
5832,Keep delivering crate_1 from storage_4 to office_2 over and over,GF(storage_4 & F(p_crate_1 & F(office_2 & pd))),GF(pd & p_crate_1 & storage_4 & office_2),False
5833,"While avoiding living_room_1, retrieve bottle_3 from kitchen_2",G!living_room_1 & F(kitchen_2 & p_bottle_3),(!living_room_1) U (p_bottle_3 & kitchen_2),False
5834,when possible got_to house until repeatedly grab tree,F got_to_house U GF grab_tree,F(got_to_house U GF grab_tree),True
5835,at any time go home until at any time let_go apple,F go_home U F let_go_apple,G(go_home U G let_go_apple),False
5836,Take a video of the collision on west_4th_avenue holds at all times.,G record_collision_west_4th_avenue,G(record_collision_west_4th_avenue),True
5837,gather apple or don't let_go pear,gather_apple | !let_go_pear,gather_apple | !let_go_pear,True
5838,if the brake is released and the bar has to be repaired then in any case a manager handles requests or a table is old,G((bar_has_to_be_repaired & brake_is_released) -> G(manager_handles_requests | table_is_old)),(brake_is_released & bar_has_to_be_repaired) -> G(manager_handles_requests | table_is_old),False
5839,never drop orange or when possible snatch pear,G!drop_orange | F snatch_pear,G(!drop_orange) | F(snatch_pear),True
5840,never drop apple and whenever present_at flag,G!drop_apple & F present_at_flag,G(!drop_apple) & G(present_at_flag -> present_at_flag),False
5841,"as either the bridge closes or a car starts, at some point the sensor retrieves data or a train is crossing",G((bridge_closes | car_starts) -> F(sensor_retrieves_data | train_is_crossing)),(bridge_closes | car_starts) -> F (sensor_retrieves_data | train_is_crossing),False
5842,it should not happen that the bar is down or the motorbike is driven,G!(bar_is_down | motorbike_is_driven),!(bar_is_down | motorbike_is_driven),False
5843,"Never enter street_5, and ensure that you eventually at house_2 and pickup box_4",G!street_5 & F(house_2 & p_box_4),G(!street_5) & F(house_2 & p_box_4),True
5844,venture_towards house or at some time reach flag,venture_towards_house | F reach_flag,venture_towards_house | F reach_flag,True
5845,if either the semaphore is red or the escalator speeds up then sooner or later both a manager collect claims and the engine breaks,G((escalator_speeds_up | semaphore_is_red) -> F(engine_breaks & manager_collect_claims)),(semaphore_is_red | escalator_speeds_up) -> F(manager_collect_claims & engine_breaks),False
5846,"finally, either an elevator is open, the semaphore is broken or the bar is closing",F(bar_is_closing | elevator_is_open | semaphore_is_broken),F(elevator_is_open | semaphore_is_broken | bar_is_closing),True
5847,at some time visit house or gather apple,gather_apple | F visit_house,F(visit_house | gather_apple),False
5848,Continue staying in building 9 until you pick up bottle 3 from room 2 and place it in room 6,building_9 U (room_2 & F(p_bottle_3 & F(pd & room_6))),(building_9) U (p_bottle_3 & room_2 & room_6),False
5849,when possible obtain pear and repeatedly go_to waste basket,F obtain_pear & GF go_to_waste_basket,F(obtain_pear & GF go_to_waste_basket),True
5851,Our agent must always avoid deliver_aid the injured_victim.,G!deliver_aid_injured_victim,G(!deliver_aid_injured_victim),True
5852,at some time get_to flag or when possible lay_hold_of apple,F get_to_flag | F lay_hold_of_apple,F(get_to_flag | F lay_hold_of_apple),True
5853,at any time a train is crossing or the bar is up,G(bar_is_up | train_is_crossing),G(train_is_crossing | bar_is_up),True
5854,"whenever the semaphore is yellow then always, the motorbike falls down and a table has been moved",G(semaphore_is_yellow -> G(motorbike_falls_down & table_has_been_moved)),G(semaphore_is_yellow -> G(motorbike_falls_down & table_has_been_moved)),True
5855,travel_to apple or get_to tree,get_to_tree | travel_to_apple,travel_to_apple | get_to_tree,True
5856,You must eventually communicate the injured_hostile or communicate the injured_victim.,F(communicate_injured_hostile | communicate_injured_victim),F(communicate_injured_hostile | communicate_injured_victim),True
5857,if either the escalator is blocked or the engine stops then in the future the sensor captures data,G((engine_stops | escalator_is_blocked) -> F sensor_captures_data),(escalator_is_blocked | engine_stops) -> F sensor_captures_data,False
5858,"Stand by should always hold, with at most a two-step grace period for recovery.",!G!(idle & X idle),G(idle | X idle | X X idle),False
5859,"first, at some point in time either a table is brown or an elevator rises, and then, it will happen that a train has arrived",G!(elevator_rises | table_is_brown) | F((elevator_rises | table_is_brown) & F train_has_arrived),F((table_is_brown | elevator_rises) & F train_has_arrived),False
5860,The system must eventually avoid the impending_gas_leak or avoid the probable_unstable_beam.,F(avoid_impending_gas_leak | avoid_probable_unstable_beam),F(avoid_impending_gas_leak | avoid_probable_unstable_beam),True
5861,"every time a table is old or the car starts then eternally, either the bridge opens or a motorbike has started",G((car_starts | table_is_old) -> G(bridge_opens | motorbike_has_started)),G((table_is_old | car_starts) -> G(bridge_opens | motorbike_has_started)),True
5862,every time a house collapses or a motorbike is driven or the house is built,G(house_collapses | house_is_built | motorbike_is_driven),G(house_collapses | motorbike_is_driven | house_is_built),True
5863,whenever go home and when possible arrive_at tree,F go_home & F arrive_at_tree,G(go_home -> F arrive_at_tree),False
5864,Retrieve the fire_hydrant and pickup the wine_glass will each happen at some point.,F pickup_fire_hydrant & F pickup_wine_glass,(F pickup_fire_hydrant) & (F pickup_wine_glass),True
5865,"when put_in apple bucket , at some time go_visit house",put_in_apple_bucket -> F go_visit_house,G(put_in_apple_bucket -> F go_visit_house),False
5866,"never, either the house collapses or a train stops",G!(house_collapses | train_stops),G(!(house_collapses | train_stops)),True
5867,at any time seize pear until whenever go_to house,F seize_pear U F go_to_house,G(seize_pear U go_to_house),False
5868,only go through rooms that are not green to get to the blue_room,F blue_room & G!green_room,(!green_room) U blue_room,False
5869,Take a photo of the pedestrian on south_8th_avenue can only happen after photoing the vehicle on west_7th_avenue.,!photo_pedestrian_south_8th_avenue U photo_vehicle_west_7th_avenue,!photo_pedestrian_south_8th_avenue U photo_vehicle_west_7th_avenue,True
5870,Ensure you persistently take pictures of car_1 while refraining from visiting parking_lot_9 at all times,GF(car_1 & photo) & G!parking_lot_9,G(photo & !parking_lot_9),False
5871,every time a constructor instantiate objects or the train derails or the semaphore is yellow,G(constructor_instantiate_objects | semaphore_is_yellow | train_derails),G(constructor_instantiate_objects | train_derails | semaphore_is_yellow),True
5872,at any time contact flag or at some time grasp apple,F contact_flag | F grasp_apple,G(contact_flag) | F(grasp_apple),False
5873,every time both the sensor captures data and a semaphore is green,G(semaphore_is_green & sensor_captures_data),G(sensor_captures_data & semaphore_is_green),True
5874,"at a certain moment the table is brown and the bar is closing and, at some point in time the train has arrived afterwards",G!(bar_is_closing & table_is_brown) | F(bar_is_closing & table_is_brown & F train_has_arrived),F(table_is_brown & bar_is_closing & F train_has_arrived),False
5875,"Whenever neither get_help nor record the vehicle on southwest_8th_street holds, record the motorcycle on north_3rd_street eventually holds.",G(!(get_help & record_vehicle_southwest_8th_street) -> F record_motorcycle_north_3rd_street),G(!(get_help | record_vehicle_southwest_8th_street) -> F record_motorcycle_north_3rd_street),False
5876,at some time grasp apple until acquire orange,F grasp_apple U acquire_orange,F(grasp_apple U acquire_orange),False
5877,whenever journey_to flag and grasp orange,grasp_orange & F journey_to_flag,G((journey_to_flag & grasp_orange)),False
5878,never let_go orange and at any time go_near flag,G!let_go_orange & F go_near_flag,G(!let_go_orange) & GF(go_near_flag),False
5879,at any time start_going_to tree means that when possible gather pear,F start_going_to_tree -> F gather_pear,G(start_going_to_tree -> F gather_pear),False
5881,always the semaphore is green or the bar is up implies that it never happens that either the semaphore is green or a motorbike falls down,G((bar_is_up | semaphore_is_green) -> G!(motorbike_falls_down | semaphore_is_green)),G((semaphore_is_green | bar_is_up) -> G(!(semaphore_is_green | motorbike_falls_down))),True
5882,Collect trash_can_4 from house_1 and place it in garbage_dump_3,F(house_1 & F(p_trash_can_4 & F(garbage_dump_3 & pd))),F(p_trash_can_4 & house_1 & F(p_trash_can_4 & garbage_dump_3)),False
5883,"Take a video of fire_source must keep holding until, from some point on, record unstable_beam holds infinitely often.",record_fire_source U GF record_unstable_beam,record_fire_source U (F G F record_unstable_beam),True
5884,This controller must always avoid recording the pedestrian on west_4th_street.,G!record_pedestrian_west_4th_street,G(!record_pedestrian_west_4th_street),True
5885,"Whenever get_help holds, deliver the sofa to the loading_dock holds as well.",G(get_help -> deliver_sofa_loading_dock),G(get_help -> deliver_sofa_loading_dock),True
5886,"Whenever deliver_aid the safe_hostile and deliver_aid the safe_rescuer are equal, deliver_aid the safe_rescuer and communicate the safe_rescuer are equal as well.",G((deliver_aid_safe_hostile <-> deliver_aid_safe_rescuer) -> (communicate_safe_rescuer <-> deliver_aid_safe_rescuer)),G((deliver_aid_safe_hostile <-> deliver_aid_safe_rescuer) -> (deliver_aid_safe_rescuer <-> communicate_safe_rescuer)),True
5887,Keep delivering crate 1 from storage 4 to office 2 over and over,GF(storage_4 & F(p_crate_1 & F(office_2 & pd))),GF(pd & p_crate_1 & storage_4 & office_2),False
5888,Go to street 5 but avoid parking lot 2,F street_5 & G!parking_lot_2,F(street_5) & G(!parking_lot_2),True
5889,Go to statue 7 and take a photo there,F(photo & statue_7),F(statue_7 & F photo),False
5890,Refrain from going to park 3 as you take a picture of monument 3,G!park_3 & F(monument_3 & photo),!(park_3 & photo & monument_3),False
5891,"every time both the train has been launched and the bar is closing then forever, either the bar has to be repaired or the bar is up",G((bar_is_closing & train_has_been_launched) -> G(bar_has_to_be_repaired | bar_is_up)),G((train_has_been_launched & bar_is_closing) -> G(bar_has_to_be_repaired | bar_is_up)),True
5892,grab_hold pear until at some time journey_by flag,grab_hold_pear U F journey_by_flag,grab_hold_pear U journey_by_flag,False
5893,if an elevator falls and the escalator speeds up then it is always the case that a table is brown and the car starts,G((elevator_falls & escalator_speeds_up) -> G(car_starts & table_is_brown)),(elevator_falls & escalator_speeds_up) -> G(table_is_brown & car_starts),False
5894,"first, eventually, either the manager collect claims or the constructor creates instances, and then, finally, either the bridge closes or the escalator is blocked",G!(constructor_creates_instances | manager_collect_claims) | F((constructor_creates_instances | manager_collect_claims) & F(bridge_closes | escalator_is_blocked)),F((manager_collect_claims | constructor_creates_instances) & F(bridge_closes | escalator_is_blocked)),False
5895,"if move_towards trash can , at some time start_going_to tree",move_towards_trash_can -> F start_going_to_tree,move_towards_trash_can -> F start_going_to_tree,True
5896,do not take the red_room to reach the blue_room,F blue_room & G!red_room,!red_room U blue_room,False
5898,enter the blue_room by way of the red_room,F(red_room & F blue_room),F(red_room & F blue_room),True
5899,"as the elevator is blocked and a motorbike has stopped, it is going to happen that the escalator is blocked or the engine stops",G((elevator_is_blocked & motorbike_has_stopped) -> F(engine_stops | escalator_is_blocked)),(elevator_is_blocked & motorbike_has_stopped) -> F(escalator_is_blocked | engine_stops),False
5900,"If deliver the baseball_glove to the shelf holds, then in the next step pickup the oven persists until standing by holds, or else pickup the oven holds forever.",deliver_baseball_glove_shelf -> X((pickup_oven U idle) | G pickup_oven),deliver_baseball_glove_shelf -> (X(pickup_oven U standing_by) | G pickup_oven),False
5901,never let_go orange or when possible travel_to house,G!let_go_orange | F travel_to_house,G(!let_go_orange) | F(travel_to_house),True
5902,"when take pear , repeatedly go_to pear",take_pear -> GF go_to_pear,G(take_pear -> G go_to_pear),False
5903,enter the green_room through either the yellow or or blue_rooms,F((blue_room | yellow_room) & F green_room),F(green_room & (yellow_room | blue_room)),False
5904,"The system must Eventually, both pickup the bicycle and get_help hold simultaneously.",F(get_help & pickup_bicycle),F(pickup_bicycle & get_help),True
5905,Pick up document 1 from office 3 and take it to street 2 and stay there,F(office_3 & F(p_document_1 & F(street_2 & G street_2))),F(p_document_1 & office_3 & F(p_document_1 & street_2 & G(street_2))),False
5906,at the yellow_room through the red or blue_room,F((blue_room | red_room) & F yellow_room),yellow_room & (red_room | blue_room),False
5907,whenever grab orange or never drop apple,F grab_orange | G!drop_apple,G(grab_orange | G(!drop_apple)),False
5908,always when both the bar is up and a motorbike has started then in the future the train derails,G((bar_is_up & motorbike_has_started) -> F train_derails),G((bar_is_up & motorbike_has_started) -> F train_derails),True
5909,never drop apple and at some time go_near flag,G!drop_apple & F go_near_flag,G(!drop_apple) & F(go_near_flag),True
5910,Do not at room_2 before retrieving bottle_4 from kitchen_1 and putting it on table_4,!room_2 U (kitchen_1 & F(p_bottle_4 & F(pd & table_4))),!(room_2) U (p_bottle_4 & kitchen_1 & F (p_bottle_4 & table_4)),False
5911,"the sensor retrieves data implies that after a constructor creates instances, it will happen that the brake is released",G(sensor_retrieves_data -> G(constructor_creates_instances -> F brake_is_released)),sensor_retrieves_data -> G(constructor_creates_instances -> F brake_is_released),False
5912,move_to house until at any time secure pear,move_to_house U F secure_pear,move_to_house U F secure_pear,True
5913,"first, sooner or later an elevator falls and a manager collect claims, and then, finally, either the bar is down or the motorbike falls down",G!(elevator_falls & manager_collect_claims) | F(elevator_falls & manager_collect_claims & F(bar_is_down | motorbike_falls_down)),F((elevator_falls & manager_collect_claims) & F(bar_is_down | motorbike_falls_down)),False
5915,if a table has been moved or the engine stops then in the future the bar has to be repaired or the elevator rises,G((engine_stops | table_has_been_moved) -> F(bar_has_to_be_repaired | elevator_rises)),(table_has_been_moved | engine_stops) -> F (bar_has_to_be_repaired | elevator_rises),False
5916,"after a motorbike has started or the escalator speeds up, it is always the case that a manager collect claims or the escalator speeds up",G((escalator_speeds_up | motorbike_has_started) -> G(escalator_speeds_up | manager_collect_claims)),F(motorbike_has_started | escalator_speeds_up) -> G(manager_collect_claims | escalator_speeds_up),False
5917,Keep returning to building 5 periodically,GF building_5,GF building_5,True
5918,always hold_on pear and come_to tree,come_to_tree & G hold_on_pear,G(hold_on_pear & come_to_tree),False
5919,"whenever either the elevator rises or the elevator falls then finally, the escalator is blocked or the constructor creates instances",G((elevator_falls | elevator_rises) -> F(constructor_creates_instances | escalator_is_blocked)),G((elevator_rises | elevator_falls) -> F(escalator_is_blocked | constructor_creates_instances)),True
5920,Stay within building 9 before retrieving bottle 3 from room 2 and transporting it to room 6,building_9 U (room_2 & F(p_bottle_3 & F(pd & room_6))),(building_9) U (p_bottle_3 & room_2 & F (p_bottle_3 & room_6)),False
5921,it will happen that both a train has been launched and a semaphore is green,F(semaphore_is_green & train_has_been_launched),F(train_has_been_launched & semaphore_is_green),True
5922,"in the future both the sensor gathers information and the motorbike catches fire and, at a certain moment the train stops and an elevator is blocked afterwards",G!(motorbike_catches_fire & sensor_gathers_information) | F(motorbike_catches_fire & sensor_gathers_information & F(elevator_is_blocked & train_stops)),F(sensor_gathers_information & motorbike_catches_fire) & F(train_stops & F elevator_is_blocked),False
5923,when possible lay_hold_of apple or never drop orange,F lay_hold_of_apple | G!drop_orange,F(lay_hold_of_apple) | G(!drop_orange),True
5924,"Take a photo of the motorcycle on south_6th_avenue and get_help never coincide, yet one of them is always true.",G!(get_help & photo_motorcycle_south_6th_avenue) & G(get_help | photo_motorcycle_south_6th_avenue),G(!(photo_motorcycle_south_6th_avenue & get_help) & (photo_motorcycle_south_6th_avenue | get_help)),True
5925,Every get_help is directly followed by change light_east red in the next step.,G(get_help -> X change_light_east_red),G(get_help -> X change_light_east_red),True
5926,in the future both the engine stops and a train has been launched,F(engine_stops & train_has_been_launched),F(engine_stops & train_has_been_launched),True
5927,at the yellow_room,F yellow_room,yellow_room,False
5928,always go_by trash can and when possible proceed_to flag,G go_by_trash_can & F proceed_to_flag,G(go_by_trash_can & FG proceed_to_flag),False
5929,"when always have_in orange , grab_hold pear",G have_in_orange -> grab_hold_pear,G(have_in_orange -> grab_hold_pear),False
5930,"after both the bar is closing and the elevator is blocked, at no time both the constructor instantiate objects and the escalator speeds up",G((bar_is_closing & elevator_is_blocked) -> G!(constructor_instantiate_objects & escalator_speeds_up)),F((bar_is_closing & elevator_is_blocked) & G(!(constructor_instantiate_objects & escalator_speeds_up))),False
5931,"From some point onwards, photo the car on west_9th_avenue never occurs again.",FG!photo_car_west_9th_avenue,FG(!photo_car_west_9th_avenue),True
5932,move to the red_room,F red_room,F red_room,True
5933,always a sensor captures data or the table has been moved implies that it will not happen that either the elevator is blocked or an elevator falls,G((sensor_captures_data | table_has_been_moved) -> G!(elevator_falls | elevator_is_blocked)),G((sensor_captures_data | table_has_been_moved) -> !(elevator_is_blocked | elevator_falls)),False
5934,Always avoid picking up package_5,G!p_package_5,G(!p_package_5),True
5935,"it is going to happen that both the escalator moves and a car starts and, it will happen that a bridge closes afterwards",G!(car_starts & escalator_moves) | F(car_starts & escalator_moves & F bridge_closes),F((escalator_moves & car_starts) & F(bridge_closes)),False
5936,"eventually, the train has arrived or the engine stops or the elevator is open",F(elevator_is_open | engine_stops | train_has_arrived),F(train_has_arrived | engine_stops | elevator_is_open),True
5937,"If deliver the laptop to the shelf holds and idle holds next, then deliver the frisbee to the shelf holds in the step after that.",G((deliver_laptop_shelf & X idle) -> XX deliver_frisbee_shelf),(deliver_laptop_shelf & X idle) -> XX deliver_frisbee_shelf,False
5938,Eventually pickup crate_4 and then at park_1 and then put_down and remain in park_1,"F(""p_crate_4 "" & F(""park_1 "" & pd & G park_1))","F(""p_crate_4 "" & F(park_1 & F(pd & G park_1)))",False
5939,"eternally, either the elevator is open or the engine breaks",G(elevator_is_open | engine_breaks),G(elevator_is_open | engine_breaks),True
5940,"after either the bar is down or a sensor retrieves data, always, the house is built and the train derails",G((bar_is_down | sensor_retrieves_data) -> G(house_is_built & train_derails)),F((bar_is_down | sensor_retrieves_data) & G(house_is_built & train_derails)),False
5941,"The system must Eventually, both record flood and get_help hold simultaneously.",F(get_help & record_flood),F(record_flood & get_help),True
5942,Ensure you remain in county_4 and keep transferring package_4 from office_3 to office_8,G county_4 & GF(office_3 & F(p_package_4 & F(office_8 & pd))),G(county_4 & (office_3 U (p_package_4 & office_8))),False
5943,"Whenever get_help holds, from the next step onwards go_home will eventually hold.",G(get_help -> XF go_home),G(get_help -> X F go_home),True
5944,This controller must always avoid talking to the safe_rescuer.,G!communicate_safe_rescuer,G(!communicate_safe_rescuer),True
5945,hold_on_to pear until whenever scoop_up apple,hold_on_to_pear U F scoop_up_apple,hold_on_to_pear U scoop_up_apple,False
5946,"Drop off the clock to the loading_dock should always hold, with at most a two-step grace period for recovery.",!G!(deliver_clock_loading_dock & X deliver_clock_loading_dock),"G(F[0,2] deliver_clock_loading_dock)",False
5947,pick_up pear and travel_to waste bin,pick_up_pear & travel_to_waste_bin,pick_up_pear & travel_to_waste_bin,True
5948,whenever go_by waste basket or never drop apple,F go_by_waste_basket | G!drop_apple,G(go_by_waste_basket -> G(!drop_apple)),False
5949,at any time the engine stops and together the elevator is open and a bridge opens,G(bridge_opens & elevator_is_open & engine_stops),G(engine_stops & elevator_is_open & bridge_opens),True
5950,"eventually, a car starts and a house is open after the semaphore is yellow",G(semaphore_is_yellow -> F(car_starts & house_is_open)),F(semaphore_is_yellow -> F(car_starts & house_is_open)),False
5951,never drop apple or whenever touch house,G!drop_apple | F touch_house,G(!drop_apple) | G(touch_house -> F(touch_house)),False
5952,get_hold_of pear until at any time scoop_up pear,get_hold_of_pear U F scoop_up_pear,get_hold_of_pear U scoop_up_pear,False
5953,at any time spend_time_at tree or repeatedly grab tree,F spend_time_at_tree | GF grab_tree,G(spend_time_at_tree | GF grab_tree),False
5954,pick_up flag or go_to orange,go_to_orange | pick_up_flag,pick_up_flag | go_to_orange,True
5955,always move or at any time touch tree,G move | F touch_tree,G(move) | F(touch_tree),True
5956,"if when possible travel_to house , never drop apple",F travel_to_house -> G!drop_apple,G(travel_to_house -> G(!drop_apple)),False
5958,stop_by flag can infer that grasp orange,stop_by_flag -> grasp_orange,G(stop_by_flag -> grasp_orange),False
5959,it will not happen that a car enters and together the brake is released and the engine stops,G!(brake_is_released & car_enters & engine_stops),!(car_enters & brake_is_released & engine_stops),False
5960,go_to orange bin and grip apple,go_to_orange_bin & grip_apple,go_to_orange_bin & grip_apple,True
5961,"first, at a certain moment the engine breaks or the manager handles requests, and then, at some point in time either the escalator moves or the manager collect claims",G!(engine_breaks | manager_handles_requests) | F((engine_breaks | manager_handles_requests) & F(escalator_moves | manager_collect_claims)),F((engine_breaks | manager_handles_requests) & F(escalator_moves | manager_collect_claims)),False
5962,"at some point a train has arrived and, at a certain moment both a motorbike catches fire and the car enters afterwards",G!train_has_arrived | F(train_has_arrived & F(car_enters & motorbike_catches_fire)),F(train_has_arrived) & F(motorbike_catches_fire & X car_enters),False
5963,"if either the brake is released or the house collapses then finally, a sensor captures data",G((brake_is_released | house_collapses) -> F sensor_captures_data),(brake_is_released | house_collapses) -> F sensor_captures_data,False
5964,"Move box 1 from store 6 to house 9, and then go to intersection 5 and continue staying there",F(store_6 & F(p_box_1 & F(house_9 & pd))) & F(intersection_5 & G intersection_5),F(p_box_1 & store_6 & F(p_box_1 & house_9 & F(G intersection_5))),False
5965,"Do not enter building_3 until you arrive at garage_3, and once there, remain in building_3",(!building_3 U garage_3) & FG building_3,(!building_3 U garage_3) & G(garage_3 -> G building_3),False
5966,"at some point both a house collapses and the house is open and, it will happen that the bridge closes afterwards",G!(house_collapses & house_is_open) | F(house_collapses & house_is_open & F bridge_closes),F((house_collapses & house_is_open) & X(bridge_closes)),False
5967,Every record the vehicle on northeast_4th_street is directly followed by begining recording the pedestrian on east_10th_street in the next step.,G(record_vehicle_northeast_4th_street -> X record_pedestrian_east_10th_street),G(record_vehicle_northeast_4th_street -> X record_pedestrian_east_10th_street),True
5968,Continuously stay in locality 9 without leaving,G locality_9,G(locality_9),True
5969,"Record the vehicle on west_3rd_avenue must keep holding until, from some point on, change light_west yellow holds infinitely often.",record_vehicle_west_3rd_avenue U GF change_light_west_yellow,(record_vehicle_west_3rd_avenue U (GF change_light_west_yellow)),True
5970,"finally, either a train derails or the semaphore is red after both the brake is pressed and the train has arrived",G((brake_is_pressed & train_has_arrived) -> F(semaphore_is_red | train_derails)),F(train_derails | ((brake_is_pressed & train_has_arrived) -> X semaphore_is_red)),False
5971,if both a sensor captures data and the motorbike falls down then it is always the case that either a motorbike falls down or the house collapses,G((motorbike_falls_down & sensor_captures_data) -> G(house_collapses | motorbike_falls_down)),(sensor_captures_data & motorbike_falls_down) -> G(motorbike_falls_down | house_collapses),False
5972,when possible visit waste basket and do not pick_up anything,F visit_waste_basket & !F pick_up_anything,G(visit_waste_basket & !pick_up_anything),False
5973,"Once deliver the car to the shelf has occurred, pickup the bicycle will never occur again.",G(deliver_car_shelf -> XG!pickup_bicycle),G(deliver_car_shelf -> G(!pickup_bicycle)),False
5974,"At every step, change light_north red equals the value of get_help in the next step.",G(change_light_north_red <-> X get_help),G(change_light_north_red <-> X get_help),True
5975,Every idle is directly followed by delivering the scissors to the loading_dock in the next step.,G(idle -> X deliver_scissors_loading_dock),G(idle -> X deliver_scissors_loading_dock),True
5976,Visit statue_5 and photo of it,F(photo & statue_5),statue_5 & photo,False
5977,enter the blue_room by way of the yellow_room,F(yellow_room & F blue_room),F(yellow_room & F blue_room),True
5978,"If pickup the cell_phone happens infinitely often, then so does deliver the baseball_glove to the shelf.",GF pickup_cell_phone -> GF deliver_baseball_glove_shelf,GF pickup_cell_phone -> GF deliver_baseball_glove_shelf,True
5979,"absolutely never, the motorbike is driven or the elevator is blocked",G!(elevator_is_blocked | motorbike_is_driven),G(!(motorbike_is_driven | elevator_is_blocked)),True
5980,"forever, the elevator is open or a car stops",G(car_stops | elevator_is_open),G(elevator_is_open | car_stops),True
5981,always when a train stops or a house is open then at some point either the bar has to be repaired or the semaphore is red,G((house_is_open | train_stops) -> F(bar_has_to_be_repaired | semaphore_is_red)),G((train_stops | house_is_open) -> F(bar_has_to_be_repaired | semaphore_is_red)),True
5982,"If photo the vehicle on north_7th_avenue holds, then in the next step change light_south yellow persists until photoing the cyclist on south_9th_street holds, or else change light_south yellow holds forever.",photo_vehicle_north_7th_avenue -> X((change_light_south_yellow U photo_cyclist_south_9th_street) | G change_light_south_yellow),photo_vehicle_north_7th_avenue -> X(change_light_south_yellow U photo_cyclist_south_9th_street | G change_light_south_yellow),True
5983,when possible take_possession_of bear can infer that don't pick_up anything,F take_possession_of_bear -> !F pick_up_anything,G(take_possession_of_bear -> !pick_up_anything),False
5984,under no circumstances both the house is built and a train derails,G!(house_is_built & train_derails),G(!(house_is_built & train_derails)),True
